#{"t_start": 1722449809.196346, "env_id": "None"}
r,l,t
-183174028804526.8,48,145.495894
-3610549281488826.5,48,145.778482
-209944408030169.4,48,146.060074
-579958228763489.1,48,146.359453
-211174387987047.38,48,146.646955
-75546136361214.55,48,146.924121
-178017321893455.8,48,147.201012
-1803478909786796.2,48,147.488946
-1147006825920832.0,48,147.786101
-341438666704274.75,48,148.073787
-3366786633572478.5,48,148.359009
-296025146627037.2,48,148.639273
-64284749678567.75,48,148.930712
-1151584379836852.8,48,149.213034
-79801294955025.25,48,149.496834
-136428890746396.61,48,149.771514
-1505608315681653.5,48,150.05283
-674574803190841.0,48,150.331739
-484186494455521.75,48,150.611274
-48546968016047.29,48,150.883159
-2154320585287752.8,48,151.164927
-1597062682863241.2,48,151.437418
-100438512485876.11,48,151.722669
-123606095380286.69,48,151.993682
-143269256177262.22,48,152.26765
-1228407028599062.5,48,152.549155
-268296733259937.4,48,152.826147
-1350682823931666.2,48,153.098311
-682494798949652.2,48,153.381043
-4645831734287928.0,48,153.682369
-60733610295446.54,48,153.975782
-1667803854000942.0,48,154.253621
-9212233160064136.0,48,154.532724
-93933109689096.12,48,154.813013
-154899485852762.9,48,155.101179
-361476286797960.4,48,155.375651
-763954536914396.2,48,155.67174
-1769975081526947.8,48,155.962051
-154224653498435.6,48,156.243972
-966450818031084.5,48,156.53359
-234299158306582.66,48,156.81491
-89700958912099.34,48,157.111242
-174119871814920.44,48,157.379856
-170080301255466.2,48,157.654959
-7928481427583385.0,48,157.937444
-1778347878656792.2,48,158.229197
-150643607658400.1,48,158.51033
-333550639692106.1,48,158.791952
-435422432536369.1,48,159.076358
-481341763695369.0,48,159.360841
-47759990949182.31,48,159.641974
-440823228553787.56,48,159.920717
-1406071739022346.0,48,160.206227
-122960822180831.7,48,160.502097
-235124621403941.25,48,160.795555
-1121387926442973.2,48,161.089592
-1377904801979241.2,48,161.381238
-363241737334567.5,48,161.675471
-4416740783171625.5,48,161.965972
-1050468073432335.5,48,162.275801
-159269917286155.56,48,162.585894
-2692191177227682.0,48,162.881853
-1508867998587981.2,48,163.152145
-87096374421789.83,48,163.433521
-401628474174206.75,48,163.723225
-159330981569048.94,48,164.016795
-1756868426837678.2,48,164.308856
-129672364127518.89,48,164.586535
-182518736495209.34,48,164.861263
